"","x"
"3221",TRUE
"3222",TRUE
"3223",TRUE
"3224",TRUE
"3225",FALSE
"3226",FALSE
"3227",TRUE
"3228",TRUE
"3229",TRUE
"3230",TRUE
"3231",TRUE
"3232",TRUE
"3233",TRUE
"3234",TRUE
"3235",TRUE
"3236",TRUE
"3237",TRUE
"3238",TRUE
"3239",TRUE
"3240",FALSE
"3241",FALSE
"3242",TRUE
"3243",TRUE
"3244",TRUE
"3245",TRUE
"3246",FALSE
"3247",FALSE
"3248",TRUE
"3249",FALSE
"3250",TRUE
"3251",TRUE
"3252",TRUE
"3253",TRUE
"3254",TRUE
"3255",FALSE
"3256",TRUE
"3257",TRUE
"3258",FALSE
"3259",FALSE
"3260",TRUE
"3261",FALSE
"3262",TRUE
"3263",FALSE
"3264",TRUE
"3265",FALSE
"3266",FALSE
"3267",TRUE
"3268",TRUE
"3269",TRUE
"3270",FALSE
"3271",FALSE
"3272",TRUE
"3273",TRUE
"3274",TRUE
"3275",FALSE
"3276",TRUE
"3277",TRUE
"3278",TRUE
"3279",TRUE
"3280",TRUE
"3281",FALSE
"3282",TRUE
"3283",FALSE
"3284",TRUE
"3285",TRUE
"3286",TRUE
"3287",FALSE
"3288",TRUE
"3289",FALSE
"3290",FALSE
"3291",FALSE
"3292",FALSE
"3293",TRUE
"3294",TRUE
"3295",TRUE
"3296",TRUE
"3297",TRUE
"3298",TRUE
"3299",TRUE
"3300",TRUE
"3301",TRUE
"3302",FALSE
"3303",FALSE
"3304",TRUE
"3305",TRUE
"3306",TRUE
"3307",TRUE
"3308",TRUE
"3309",FALSE
"3310",FALSE
"3311",TRUE
"3312",FALSE
"3313",TRUE
"3314",TRUE
"3315",TRUE
"3316",TRUE
"3317",TRUE
"3318",TRUE
"3319",FALSE
"3320",TRUE
"3321",FALSE
"3322",TRUE
"3323",TRUE
"3324",TRUE
"3325",TRUE
"3326",FALSE
"3327",FALSE
"3328",TRUE
"3329",TRUE
"3330",FALSE
"3331",TRUE
"3332",TRUE
"3333",TRUE
"3334",TRUE
"3335",FALSE
"3336",TRUE
"3337",FALSE
"3338",FALSE
"3339",FALSE
"3340",TRUE
"3341",FALSE
"3342",TRUE
"3343",TRUE
"3344",FALSE
"3345",TRUE
"3346",FALSE
"3347",TRUE
"3348",FALSE
"3349",FALSE
"3350",TRUE
"3351",TRUE
"3352",TRUE
"3353",TRUE
"3354",TRUE
"3355",TRUE
"3356",FALSE
"3357",TRUE
"3358",TRUE
"3359",TRUE
"3360",TRUE
"3361",TRUE
"3362",TRUE
"3363",TRUE
"3364",TRUE
"3365",TRUE
"3366",TRUE
"3367",TRUE
"3368",TRUE
"3369",FALSE
"3370",FALSE
"3371",TRUE
"3372",TRUE
"3373",TRUE
"3374",TRUE
"3375",TRUE
"3376",TRUE
"3377",TRUE
"3378",TRUE
"3379",FALSE
"3380",FALSE
"3381",FALSE
"3382",FALSE
"3383",TRUE
"3384",FALSE
"3385",TRUE
"3386",TRUE
"3387",TRUE
"3388",TRUE
"3389",TRUE
"3390",TRUE
"3391",TRUE
"3392",TRUE
"3393",TRUE
"3394",TRUE
"3395",TRUE
"3396",FALSE
"3397",TRUE
"3398",TRUE
"3399",FALSE
"3400",TRUE
"3401",TRUE
"3402",TRUE
"3403",TRUE
"3404",TRUE
"3405",TRUE
"3406",FALSE
"3407",FALSE
"3408",FALSE
"3409",FALSE
"3410",FALSE
"3411",TRUE
"3412",TRUE
"3413",TRUE
"3414",TRUE
"3415",FALSE
"3416",TRUE
"3417",TRUE
"3418",TRUE
"3419",TRUE
"3420",TRUE
"3421",TRUE
"3422",TRUE
"3423",FALSE
"3424",TRUE
"3425",TRUE
"3426",TRUE
"3427",TRUE
"3428",TRUE
"3429",FALSE
"3430",TRUE
"3431",TRUE
"3432",FALSE
"3433",TRUE
"3434",TRUE
"3435",FALSE
"3436",FALSE
"3437",FALSE
"3438",TRUE
"3439",TRUE
"3440",TRUE
"3441",FALSE
"3442",FALSE
"3443",FALSE
"3444",TRUE
"3445",TRUE
"3446",TRUE
"3447",FALSE
"3448",TRUE
"3449",FALSE
"3450",FALSE
"3451",TRUE
"3452",FALSE
"3453",FALSE
"3454",TRUE
"3455",FALSE
"3456",TRUE
"3457",TRUE
"3458",TRUE
"3459",FALSE
"3460",TRUE
"3461",TRUE
"3462",TRUE
"3463",TRUE
"3464",TRUE
"3465",TRUE
"3466",FALSE
"3467",FALSE
"3468",FALSE
"3469",FALSE
"3470",TRUE
"3471",TRUE
"3472",TRUE
"3473",FALSE
"3474",TRUE
"3475",FALSE
"3476",TRUE
"3477",TRUE
"3478",TRUE
"3479",TRUE
"3480",TRUE
"3481",TRUE
"3482",FALSE
"3483",TRUE
"3484",TRUE
"3485",TRUE
"3486",TRUE
"3487",TRUE
"3488",TRUE
"3489",FALSE
"3490",TRUE
"3491",FALSE
"3492",TRUE
"3493",FALSE
"3494",TRUE
"3495",TRUE
"3496",TRUE
"3497",FALSE
"3498",TRUE
"3499",TRUE
"3500",TRUE
"3501",TRUE
"3502",FALSE
"3503",FALSE
"3504",TRUE
"3505",TRUE
"3506",TRUE
"3507",TRUE
"3508",TRUE
"3509",FALSE
"3510",TRUE
"3511",FALSE
"3512",TRUE
"3513",FALSE
"3514",FALSE
"3515",TRUE
"3516",FALSE
"3517",TRUE
"3518",TRUE
"3519",FALSE
"3520",TRUE
"3521",FALSE
"3522",TRUE
"3523",TRUE
"3524",TRUE
"3525",TRUE
"3526",FALSE
"3527",TRUE
"3528",TRUE
"3529",FALSE
"3530",TRUE
"3531",FALSE
"3532",TRUE
"3533",FALSE
"3534",FALSE
"3535",FALSE
"3536",FALSE
"3537",TRUE
"3538",TRUE
"3539",TRUE
"3540",TRUE
"3541",TRUE
"3542",TRUE
"3543",TRUE
"3544",TRUE
"3545",TRUE
"3546",TRUE
"3547",TRUE
"3548",TRUE
"3549",TRUE
"3550",TRUE
"3551",FALSE
"3552",FALSE
"3553",TRUE
"3554",TRUE
"3555",FALSE
"3556",TRUE
"3557",TRUE
"3558",FALSE
"3559",TRUE
"3560",TRUE
"3561",FALSE
"3562",TRUE
"3563",TRUE
"3564",FALSE
"3565",FALSE
"3566",TRUE
"3567",TRUE
"3568",TRUE
"3569",TRUE
"3570",TRUE
"3571",FALSE
"3572",TRUE
"3573",FALSE
"3574",TRUE
"3575",TRUE
"3576",TRUE
"3577",TRUE
"3578",FALSE
"3579",TRUE
"3580",TRUE
"3581",FALSE
"3582",TRUE
"3583",TRUE
"3584",TRUE
"3585",TRUE
"3586",TRUE
"3587",TRUE
"3588",TRUE
"3589",TRUE
"3590",TRUE
"3591",FALSE
"3592",TRUE
"3593",TRUE
"3594",TRUE
"3595",FALSE
"3596",FALSE
"3597",FALSE
"3598",TRUE
"3599",TRUE
"3600",TRUE
"3601",FALSE
"3602",FALSE
"3603",FALSE
"3604",TRUE
"3605",TRUE
"3606",TRUE
"3607",FALSE
"3608",FALSE
"3609",TRUE
"3610",FALSE
"3611",TRUE
"3612",FALSE
"3613",FALSE
"3614",TRUE
"3615",TRUE
"3616",FALSE
"3617",TRUE
"3618",TRUE
"3619",TRUE
"3620",TRUE
"3621",TRUE
"3622",FALSE
"3623",FALSE
"3624",TRUE
"3625",TRUE
"3626",TRUE
"3627",FALSE
"3628",FALSE
"3629",FALSE
"3630",TRUE
"3631",FALSE
"3632",TRUE
"3633",TRUE
"3634",TRUE
"3635",TRUE
"3636",FALSE
"3637",FALSE
"3638",FALSE
"3639",FALSE
"3640",FALSE
"3641",FALSE
"3642",FALSE
"3643",FALSE
"3644",TRUE
"3645",TRUE
"3646",TRUE
"3647",TRUE
"3648",TRUE
"3649",FALSE
"3650",TRUE
"3651",TRUE
"3652",FALSE
"3653",TRUE
"3654",FALSE
"3655",FALSE
"3656",TRUE
"3657",TRUE
"3658",FALSE
"3659",TRUE
"3660",FALSE
"3661",TRUE
"3662",TRUE
"3663",TRUE
"3664",TRUE
"3665",TRUE
"3666",TRUE
"3667",TRUE
"3668",TRUE
"3669",FALSE
"3670",TRUE
"3671",FALSE
"3672",TRUE
"3673",FALSE
"3674",FALSE
"3675",FALSE
"3676",TRUE
"3677",TRUE
"3678",TRUE
"3679",FALSE
"3680",FALSE
"3681",FALSE
"3682",FALSE
"3683",TRUE
"3684",TRUE
"3685",TRUE
"3686",TRUE
"3687",TRUE
"3688",TRUE
"3689",FALSE
"3690",TRUE
"3691",TRUE
"3692",FALSE
"3693",TRUE
"3694",TRUE
"3695",TRUE
"3696",TRUE
"3697",FALSE
"3698",TRUE
"3699",FALSE
"3700",TRUE
"3701",FALSE
"3702",TRUE
"3703",TRUE
"3704",TRUE
"3705",TRUE
"3706",TRUE
"3707",TRUE
"3708",FALSE
"3709",TRUE
"3710",TRUE
"3711",FALSE
"3712",TRUE
"3713",FALSE
"3714",TRUE
"3715",TRUE
"3716",TRUE
"3717",TRUE
"3718",TRUE
"3719",FALSE
"3720",FALSE
"3721",TRUE
"3722",TRUE
"3723",FALSE
"3724",TRUE
"3725",FALSE
"3726",TRUE
"3727",TRUE
"3728",FALSE
"3729",TRUE
"3730",TRUE
"3731",TRUE
"3732",FALSE
"3733",FALSE
"3734",TRUE
"3735",TRUE
"3736",FALSE
"3737",TRUE
"3738",FALSE
"3739",FALSE
"3740",TRUE
"3741",FALSE
"3742",FALSE
"3743",FALSE
"3744",FALSE
"3745",TRUE
"3746",TRUE
"3747",FALSE
"3748",TRUE
"3749",FALSE
"3750",TRUE
"3751",FALSE
"3752",TRUE
"3753",FALSE
"3754",TRUE
"3755",TRUE
"3756",TRUE
"3757",TRUE
"3758",FALSE
"3759",FALSE
"3760",TRUE
"3761",FALSE
"3762",TRUE
"3763",FALSE
"3764",TRUE
"3765",FALSE
"3766",TRUE
"3767",TRUE
"3768",TRUE
"3769",TRUE
"3770",FALSE
"3771",TRUE
"3772",TRUE
"3773",TRUE
"3774",FALSE
"3775",TRUE
"3776",TRUE
"3777",TRUE
"3778",FALSE
"3779",FALSE
"3780",TRUE
"3781",TRUE
"3782",TRUE
"3783",TRUE
"3784",TRUE
"3785",TRUE
"3786",TRUE
"3787",TRUE
"3788",TRUE
"3789",TRUE
"3790",TRUE
"3791",TRUE
"3792",TRUE
"3793",FALSE
"3794",FALSE
"3795",FALSE
"3796",FALSE
"3797",TRUE
"3798",TRUE
"3799",TRUE
"3800",TRUE
"3801",TRUE
"3802",TRUE
"3803",TRUE
"3804",TRUE
"3805",TRUE
"3806",FALSE
"3807",FALSE
"3808",TRUE
"3809",TRUE
"3810",FALSE
"3811",TRUE
"3812",FALSE
"3813",FALSE
"3814",TRUE
"3815",FALSE
"3816",TRUE
"3817",FALSE
"3818",TRUE
"3819",TRUE
"3820",TRUE
"3821",FALSE
"3822",TRUE
"3823",TRUE
"3824",FALSE
"3825",TRUE
"3826",TRUE
"3827",FALSE
"3828",FALSE
"3829",FALSE
"3830",TRUE
"3831",TRUE
"3832",TRUE
"3833",TRUE
"3834",TRUE
"3835",FALSE
"3836",TRUE
"3837",TRUE
"3838",FALSE
"3839",FALSE
"3840",FALSE
"3841",TRUE
"3842",TRUE
"3843",TRUE
"3844",TRUE
"3845",TRUE
"3846",TRUE
"3847",FALSE
"3848",TRUE
"3849",TRUE
"3850",FALSE
"3851",TRUE
"3852",TRUE
"3853",TRUE
"3854",TRUE
"3855",FALSE
"3856",FALSE
"3857",TRUE
"3858",TRUE
"3859",FALSE
"3860",TRUE
"3861",FALSE
"3862",TRUE
"3863",FALSE
"3864",TRUE
"3865",TRUE
"3866",TRUE
"3867",TRUE
"3868",TRUE
"3869",TRUE
"3870",TRUE
"3871",TRUE
"3872",TRUE
"3873",FALSE
"3874",TRUE
"3875",TRUE
"3876",TRUE
"3877",FALSE
"3878",TRUE
"3879",FALSE
"3880",FALSE
"3881",FALSE
"3882",TRUE
"3883",TRUE
"3884",TRUE
"3885",FALSE
"3886",TRUE
"3887",TRUE
"3888",TRUE
"3889",FALSE
"3890",TRUE
"3891",TRUE
"3892",TRUE
"3893",FALSE
"3894",TRUE
"3895",FALSE
"3896",TRUE
"3897",TRUE
"3898",FALSE
"3899",TRUE
"3900",TRUE
"3901",TRUE
"3902",TRUE
"3903",TRUE
"3904",TRUE
"3905",FALSE
"3906",FALSE
"3907",TRUE
"3908",TRUE
"3909",FALSE
"3910",TRUE
"3911",TRUE
"3912",TRUE
"3913",TRUE
"3914",TRUE
"3915",TRUE
"3916",TRUE
"3917",TRUE
"3918",TRUE
"3919",FALSE
"3920",FALSE
"3921",TRUE
"3922",TRUE
"3923",TRUE
"3924",TRUE
"3925",FALSE
"3926",TRUE
"3927",TRUE
"3928",FALSE
"3929",TRUE
"3930",TRUE
"3931",TRUE
"3932",TRUE
"3933",FALSE
"3934",TRUE
"3935",TRUE
"3936",TRUE
"3937",TRUE
"3938",TRUE
"3939",TRUE
"3940",TRUE
"3941",TRUE
"3942",TRUE
"3943",TRUE
"3944",TRUE
"3945",TRUE
"3946",TRUE
"3947",FALSE
"3948",TRUE
"3949",TRUE
"3950",TRUE
"3951",TRUE
"3952",TRUE
"3953",TRUE
"3954",TRUE
"3955",TRUE
"3956",FALSE
"3957",TRUE
"3958",TRUE
"3959",TRUE
"3960",TRUE
"3961",TRUE
"3962",FALSE
"3963",FALSE
"3964",TRUE
"3965",TRUE
"3966",TRUE
"3967",TRUE
"3968",TRUE
"3969",FALSE
"3970",FALSE
"3971",TRUE
"3972",TRUE
"3973",TRUE
"3974",TRUE
"3975",FALSE
"3976",FALSE
"3977",FALSE
"3978",FALSE
"3979",TRUE
"3980",FALSE
"3981",TRUE
"3982",TRUE
"3983",TRUE
"3984",FALSE
"3985",TRUE
"3986",TRUE
"3987",TRUE
"3988",TRUE
"3989",TRUE
"3990",FALSE
"3991",TRUE
"3992",TRUE
"3993",TRUE
"3994",FALSE
"3995",FALSE
"3996",TRUE
"3997",FALSE
"3998",TRUE
"3999",FALSE
"4000",FALSE
"4001",TRUE
"4002",TRUE
"4003",FALSE
"4004",TRUE
"4005",TRUE
"4006",FALSE
"4007",TRUE
"4008",TRUE
"4009",TRUE
"4010",TRUE
"4011",FALSE
"4012",FALSE
"4013",FALSE
"4014",FALSE
"4015",FALSE
"4016",TRUE
"4017",TRUE
"4018",TRUE
"4019",TRUE
"4020",FALSE
"4021",TRUE
"4022",TRUE
"4023",TRUE
"4024",FALSE
"4025",TRUE
"4026",FALSE
"4027",TRUE
"4028",TRUE
"4029",TRUE
"4030",TRUE
"4031",TRUE
"4032",FALSE
"4033",FALSE
"4034",TRUE
"4035",TRUE
"4036",TRUE
"4037",TRUE
"4038",FALSE
"4039",TRUE
"4040",TRUE
"4041",FALSE
"4042",FALSE
"4043",TRUE
"4044",TRUE
"4045",TRUE
"4046",FALSE
"4047",FALSE
"4048",TRUE
"4049",TRUE
"4050",FALSE
"4051",TRUE
"4052",TRUE
"4053",TRUE
"4054",TRUE
"4055",FALSE
"4056",TRUE
"4057",TRUE
"4058",TRUE
"4059",FALSE
"4060",FALSE
"4061",TRUE
"4062",TRUE
"4063",TRUE
"4064",TRUE
"4065",TRUE
"4066",TRUE
"4067",TRUE
"4068",TRUE
"4069",FALSE
"4070",TRUE
"4071",TRUE
"4072",TRUE
"4073",TRUE
"4074",FALSE
"4075",TRUE
"4076",TRUE
"4077",FALSE
"4078",TRUE
"4079",TRUE
"4080",FALSE
"4081",FALSE
"4082",FALSE
"4083",TRUE
"4084",TRUE
"4085",TRUE
"4086",TRUE
"4087",TRUE
"4088",TRUE
"4089",FALSE
"4090",FALSE
"4091",FALSE
"4092",TRUE
"4093",FALSE
"4094",TRUE
"4095",TRUE
"4096",FALSE
"4097",FALSE
"4098",FALSE
"4099",TRUE
"4100",TRUE
"4101",TRUE
"4102",FALSE
"4103",FALSE
"4104",TRUE
"4105",TRUE
"4106",TRUE
"4107",FALSE
"4108",TRUE
"4109",TRUE
"4110",TRUE
"4111",TRUE
"4112",FALSE
"4113",TRUE
"4114",TRUE
"4115",TRUE
"4116",TRUE
"4117",TRUE
"4118",TRUE
"4119",TRUE
"4120",TRUE
"4121",TRUE
"4122",TRUE
"4123",TRUE
"4124",FALSE
"4125",FALSE
"4126",TRUE
"4127",FALSE
"4128",TRUE
"4129",FALSE
"4130",TRUE
"4131",TRUE
"4132",FALSE
"4133",TRUE
"4134",FALSE
"4135",FALSE
"4136",TRUE
"4137",TRUE
"4138",TRUE
"4139",TRUE
"4140",FALSE
"4141",TRUE
"4142",TRUE
"4143",TRUE
"4144",FALSE
"4145",TRUE
"4146",TRUE
"4147",TRUE
"4148",TRUE
"4149",TRUE
"4150",TRUE
"4151",FALSE
"4152",TRUE
"4153",TRUE
"4154",FALSE
"4155",TRUE
"4156",FALSE
"4157",TRUE
"4158",FALSE
"4159",TRUE
"4160",FALSE
"4161",FALSE
"4162",FALSE
"4163",FALSE
"4164",TRUE
"4165",FALSE
"4166",TRUE
"4167",FALSE
"4168",TRUE
"4169",TRUE
"4170",TRUE
"4171",TRUE
"4172",TRUE
"4173",FALSE
"4174",TRUE
"4175",FALSE
"4176",TRUE
"4177",TRUE
"4178",FALSE
"4179",TRUE
"4180",FALSE
"4181",TRUE
"4182",TRUE
"4183",TRUE
"4184",TRUE
"4185",TRUE
"4186",TRUE
"4187",TRUE
"4188",FALSE
"4189",TRUE
"4190",TRUE
"4191",FALSE
"4192",TRUE
"4193",TRUE
"4194",TRUE
"4195",FALSE
"4196",FALSE
"4197",FALSE
"4198",TRUE
"4199",FALSE
"4200",FALSE
"4201",TRUE
"4202",TRUE
"4203",TRUE
"4204",FALSE
"4205",FALSE
"4206",TRUE
"4207",TRUE
"4208",TRUE
"4209",TRUE
"4210",FALSE
"4211",TRUE
"4212",FALSE
"4213",TRUE
"4214",TRUE
"4215",FALSE
"4216",TRUE
"4217",FALSE
"4218",FALSE
"4219",TRUE
"4220",FALSE
"4221",FALSE
"4222",TRUE
"4223",FALSE
"4224",TRUE
"4225",FALSE
"4226",TRUE
"4227",TRUE
"4228",FALSE
"4229",FALSE
"4230",TRUE
"4231",TRUE
"4232",TRUE
"4233",FALSE
"4234",TRUE
"4235",TRUE
"4236",FALSE
"4237",TRUE
"4238",TRUE
"4239",TRUE
"4240",TRUE
